unique_id,year,term,difficulty,topic,small_step,video_id,video_title,channel,duration_formatted,semantic_scores,instruction_quality_scores,combined_scores
Year 9_Autumn__Properties of number_Write a number as a product of prime factors,Year 9,Autumn,,Properties of number,Write a number as a product of prime factors,JwPkH6k_Qpo|XGbOiYhHY2c|ZKKDTfHcsG0,Prime Factorization - Using Factor Trees in 6th Grade Math|Math Antics - Prime Factorization|Prime factorization | Factors and multiples | Pre-Algebra | Khan Academy,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Khan_Academy,00:09:47|00:06:40|00:04:09,0.8510|0.8206|0.8191,85.0|85.0|75.0,0.8506|0.8323|0.7915
Year 9_Autumn__Properties of number_Use prime factors E,Year 9,Autumn,,Properties of number,Use prime factors E,XGbOiYhHY2c|JwPkH6k_Qpo|WLrnlXW6czE,Math Antics - Prime Factorization|Prime Factorization - Using Factor Trees in 6th Grade Math|GCF - Finding the Greatest Common Factor for Sixth Grade,mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:06:40|00:09:47|00:09:15,0.7763|0.7695|0.7241,85.0|85.0|85.0,0.8058|0.8017|0.7744
Year 9_Autumn__Properties of number_Highest common factor (HCF) and lowest common multiple (LCM),Year 9,Autumn,,Properties of number,Highest common factor (HCF) and lowest common multiple (LCM),5FWhl0jaJtM|1F9CTS3aH9c|Nu6AC6X3_E4,LCM - Finding the Least Common Multiple in Math|How to find the Highest Common Factor (2026/27 exams)|LCM: Basic Method - Math Antics Extras,Miacademy_&_MiaPrep_Learning_Channel|Cognito|mathantics,00:09:31|00:04:45|00:03:58,0.7780|0.7127|0.7093,85.0|75.0|75.0,0.8068|0.7276|0.7256
Year 9_Autumn__Properties of number_Venn diagrams,Year 9,Autumn,,Properties of number,Venn diagrams,uR70knMr2Hg|G2J8pRysoyc|MCsC1N333jo,"Algebra 3 - Venn Diagrams, Unions, and Intersections|Learn Venn Diagrams In 7 min|Probability Grade 10 | Venn Diagram",MyWhyU|TabletClass_Math|Kevinmathscience,00:05:51|00:09:09|00:06:20,0.8473|0.7347|0.7434,65.0|70.0|60.0,0.7684|0.7208|0.6860
Year 9_Autumn__Properties of number_Use a Venn diagram to calculate HCF and LCM,Year 9,Autumn,,Properties of number,Use a Venn diagram to calculate HCF and LCM,5FWhl0jaJtM|SXPsfr-Fnu4|rJcxEktyuRY,LCM - Finding the Least Common Multiple in Math|LCM: Prime Factorization Method - Math Antics Extras|What are Factors and How Are They Used? | KS2 Maths Concept for Kids,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Twinkl_Educational_Publishing,00:09:31|00:04:42|00:08:37,0.7143|0.7605|0.7002,85.0|75.0|65.0,0.7686|0.7563|0.6801
"Year 9_Autumn__Properties of number_Integers, real numbers and rational numbers",Year 9,Autumn,,Properties of number,"Integers, real numbers and rational numbers",-03xTvo52RI|VQ2zG6wS0C4|vbPUS-0Wbv4,"The Number System: Rational Numbers - Identifying Numbers as Rational or Irrational|The Number System: Irrational Numbers - Classifying Real Numbers|Classification of Numbers (Natural, Whole, Integers, Rational, Irrational, Real) - Nerdstudy",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Nerdstudy,00:11:23|00:09:42|00:07:58,0.8906|0.8160|0.8266,75.0|85.0|75.0,0.8344|0.8296|0.7960
Year 9_Autumn__Properties of number_Introduction to surds E,Year 9,Autumn,,Properties of number,Introduction to surds E,zyrztxtNUsc|Sjpkp8-0t1s|w8vqUMIVT1c,Simplifying Square Roots - How To Simplify the Square Root of a Non-Perfect Square|Square Roots and Cube Roots | Math with Mr. J|What are Square Roots? | Exponents | Best Square Root Tricks | Don't Memorise,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Sri_Chaitanya_Academy_NEET,00:10:35|00:05:03|00:04:11,0.5443|0.5712|0.5660,75.0|65.0|65.0,0.6266|0.6027|0.5996
Year 9_Autumn__Percentages_Percentage increase and decrease,Year 9,Autumn,,Percentages,Percentage increase and decrease,Kw2eCs--1Lc|6dXLhnf4jjQ|shNo8pa2pMY,"Repeated percentage change, interest and exponential change: Edexcel GCSE Maths Revision|GCSE Maths Revision: Percentage Change Topic Test [NEW 2023]|How to answer repeated percentage change exam questions - GCSE Maths Series",Math_Revision_LM|162maths|The_Maths_Guru,00:08:15|00:09:50|00:05:25,0.7661|0.8288|0.7336,85.0|60.0|60.0,0.7997|0.7373|0.6801
Year 9_Autumn__Percentages_Express a change as a percentage,Year 9,Autumn,,Percentages,Express a change as a percentage,5nZEUpZX_P0|DGowxLH8y6M|3cVed2FkrYY,Math Antics - Calculating Percent Change|GCSE Maths from Scratch 5.06 Finding the Percentage Change|Determining the Percentage Change - GCSE,mathantics|TLMaths|Dr_Frost_Maths,00:12:51|00:05:04|00:04:06,0.7761|0.7383|0.7342,75.0|75.0|70.0,0.7657|0.7430|0.7205
Year 9_Autumn__Percentages_Find the original value after a percentage change,Year 9,Autumn,,Percentages,Find the original value after a percentage change,dIeb2ryQ1ko|5nZEUpZX_P0|3cVed2FkrYY,GCSE Maths - Reverse Percentages - Calculating The Cost Before The Discount (2026/27 exams)|Math Antics - Calculating Percent Change|Determining the Percentage Change - GCSE,Cognito|mathantics|Dr_Frost_Maths,00:08:15|00:12:51|00:04:06,0.7874|0.7819|0.7285,75.0|75.0|65.0,0.7724|0.7692|0.6971
Year 9_Autumn__Percentages_Solve problems with percentages (non-calculator),Year 9,Autumn,,Percentages,Solve problems with percentages (non-calculator),lZrrXq6_os0|AWH-nSLb7uE|TZKG0-QxcNw,"Introduction to Percents - Percent Basics for Sixth Grade|Decimal, Fraction, Percent Conversions - How To Convert Between Them|Decimals, Fractions, and Percents - Understanding Their Relationship",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:09:35|00:10:22|00:08:20,0.7109|0.6262|0.5879,85.0|85.0|85.0,0.7665|0.7157|0.6927
Year 9_Autumn__Percentages_Solve problems with percentages (calculator),Year 9,Autumn,,Percentages,Solve problems with percentages (calculator),rR95Cbcjzus|AWH-nSLb7uE|Uf-Rl1e2I4Q,"Math Antics - Finding A Percent Of A Number|Decimal, Fraction, Percent Conversions - How To Convert Between Them|Math Antics - What Percent Is It?",mathantics|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:07:32|00:10:22|00:08:28,0.6672|0.6471|0.6351,85.0|85.0|85.0,0.7403|0.7283|0.7211
Year 9_Autumn__Percentages_Repeated percentage change,Year 9,Autumn,,Percentages,Repeated percentage change,rXzK5APDoSQ|Wf95B6H94Ho|xGzYAq9dWDE,Can't Understand Repeated Percentage Change? It's This Easy | GCSE maths|Repeated percentage change|Repeat percentage change (non calculator),Achieve_Academy_|With_Respect_To_x|Mr_Marashi_Maths,00:09:46|00:05:29|00:08:06,0.8487|0.7810|0.7451,65.0|65.0|70.0,0.7692|0.7286|0.7270
Year 9_Autumn__Percentages_Understand interest,Year 9,Autumn,,Percentages,Understand interest,GtaoP0skPWc|njBHugMgjrc|-JuqMCr0pl4,Introduction to interest | Interest and debt | Finance & Capital Markets | Khan Academy|GCSE Maths Simple Interest|Compound Interest and Depreciation | Repeated Percentage Change,Khan_Academy|Teach_Me|Maths_with_Jade,00:09:56|00:08:53|00:09:05,0.7183|0.7153|0.7143,75.0|75.0|65.0,0.7310|0.7292|0.6886
Year 9_Autumn__Percentages_Simple interest,Year 9,Autumn,,Percentages,Simple interest,UjqIND3nQFw|32p4P9NM1EA|rwR7-U8gQt0,GCSE Foundation Revision - 46 Days to Go - Corbettmaths|The Maths Prof: Simple Interest|Repeated fractional and percentage change,corbettmaths|The_Maths_Prof|Guardianista,00:09:19|00:06:19|00:07:30,0.7574|0.7101|0.7792,75.0|65.0|45.0,0.7544|0.6860|0.6475
Year 9_Autumn__Percentages_Compound interest,Year 9,Autumn,,Percentages,Compound interest,-JuqMCr0pl4|mVK32CTCpsQ|rwR7-U8gQt0,Compound Interest and Depreciation | Repeated Percentage Change|The magic of compound Interest: how savings grow faster|Repeated fractional and percentage change,Maths_with_Jade|GoHenry|Guardianista,00:09:05|00:01:32|00:07:30,0.7833|0.7793|0.8095,75.0|75.0|55.0,0.7700|0.7676|0.7057
Year 9_Autumn__Area and volume_Nets,Year 9,Autumn,,Area and volume,Nets,lpEupbktsX8|Kk7lpQMOuaM|of_PKcmNTcA,How Do You Recognise Nets of 3D Shapes? | KS2 Maths Concept for Kids|Drawing Nets and using Nets to Calculate Surface Area|Nets of 3D Figures,Twinkl_Educational_Publishing|SmithMathAcademy|Miacademy_&_MiaPrep_Learning_Channel,00:05:13|00:09:05|00:03:30,0.8294|0.8245|0.8537,75.0|75.0|70.0,0.7977|0.7947|0.7922
Year 9_Autumn__Area and volume_Area of a 2-D shape,Year 9,Autumn,,Area and volume,Area of a 2-D shape,xCdxURXMdFY|9KulD-b4f6s|RgA-jbIJxr4,Math Antics - Area|Rectangles and Triangles - Calculating Area Basics|Top 3 Area Formulas You MUST Know!,mathantics|Miacademy_&_MiaPrep_Learning_Channel|Maths_with_Mrs_B,00:10:26|00:10:09|00:05:34,0.8476|0.8254|0.8111,85.0|85.0|75.0,0.8486|0.8353|0.7867
Year 9_Autumn__Area and volume_Area and circumference of a circle,Year 9,Autumn,,Area and volume,Area and circumference of a circle,O-cawByg2aA|aki57o5ryp4|B4FqJHZmWwY,"Math Antics - Circles, Circumference And Area|Area of Circles - Calculating using Radius, Diameter and Circumference|Circles and Sectors Part 2 - Segment and Sector Areas",mathantics|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:07:56|00:11:00|00:08:57,0.8468|0.7643|0.7599,85.0|85.0|85.0,0.8481|0.7986|0.7959
Year 9_Autumn__Area and volume_Surface area of cubes and cuboids,Year 9,Autumn,,Area and volume,Surface area of cubes and cuboids,xx-uKBod3A8|s-uZUYob4Bc|qCrQ3p5Keys,"Surface Area of a Cube|Surface Area of Prisms - Geometry in 3D|Mathematics Grade 9, Surface area of a Cube, Cuboid and Cylinder",Math_Grizz|Miacademy_&_MiaPrep_Learning_Channel|Namibia_College_Of_Open_Learning,00:04:04|00:13:38|00:07:15,0.8697|0.8234|0.8538,75.0|75.0|65.0,0.8218|0.7941|0.7723
Year 9_Autumn__Area and volume_Surface area of a triangular prism E,Year 9,Autumn,,Area and volume,Surface area of a triangular prism E,918qWRjICbs|31Rt7OXQYI8|s-uZUYob4Bc,How to Find the Surface Area of a Triangular Prism | Math with Mr. J|Surface Area of Triangular Prism|Surface Area of Prisms - Geometry in 3D,Math_with_Mr._J|Math_Grizz|Miacademy_&_MiaPrep_Learning_Channel,00:06:42|00:05:56|00:13:38,0.9242|0.9857|0.9138,85.0|75.0|85.0,0.8945|0.8914|0.8883
Year 9_Autumn__Area and volume_Surface area of a cylinder E,Year 9,Autumn,,Area and volume,Surface area of a cylinder E,zTq-CK0pIQw|o2raSiIIOuc|GmRLzscO7TU,"Surface Area of Cylinders - Using Nets and Formulas|Surface Area of Cylinders - How To Calculate Using the Radius and Height|How to find the Surface Area of a Cylinder | Cylinders, Cones & Spheres",Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Real_Math_Solutions,00:06:09|00:11:31|00:05:04,0.9132|0.8717|0.8388,85.0|85.0|70.0,0.8879|0.8630|0.7833
Year 9_Autumn__Area and volume_Volume of a prism,Year 9,Autumn,,Area and volume,Volume of a prism,C3FFjSvV1IM|qJwecTgce6c|iVRVUPTEaeU,Working With Volume - Volume Formulas for Rectangular Prisms|Math Antics - Volume|Volume of Prisms - Calculate 3D Space in Geometry,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:10:44|00:12:36|00:10:18,0.9316|0.9074|0.9018,85.0|85.0|85.0,0.8989|0.8844|0.8811
Year 9_Autumn__Area and volume_Volume of a cylinder,Year 9,Autumn,,Area and volume,Volume of a cylinder,d3kYT-aJR4E|qJwecTgce6c|zTq-CK0pIQw,Volume of Prisms and Cylinders - Calculating 3D Space|Math Antics - Volume|Surface Area of Cylinders - Using Nets and Formulas,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:08:05|00:12:36|00:06:09,0.9256|0.8964|0.7979,85.0|85.0|60.0,0.8954|0.8778|0.7188
"Year 9_Autumn__Area and volume_Volume of cones, pyramids and spheres E",Year 9,Autumn,,Area and volume,"Volume of cones, pyramids and spheres E",Jylx_COMJJc|qJwecTgce6c|H9Ebn5E5pAQ,Volume of Pyramids and Cones - Volume Formulas Explained|Math Antics - Volume|Volume of Spheres - Understanding Sphere Volume,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:07:06|00:12:36|00:09:37,0.8925|0.8070|0.8049,85.0|85.0|85.0,0.8755|0.8242|0.8229
Year 9_Autumn__Area and volume_Convert metric units of area and volume E,Year 9,Autumn,,Area and volume,Convert metric units of area and volume E,7wII5NpOx2c|qJwecTgce6c|b_140MP62Ms,"Metric Volume Measurements - How To Measure and Convert Milliliters, Liters, and Cubic Meters|Math Antics - Volume|Customary Volume Measurements - How To Measure and Convert Cups, Pints, Quarts, and Gallons",Miacademy_&_MiaPrep_Learning_Channel|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:08:46|00:12:36|00:09:20,0.8139|0.7864|0.7277,85.0|85.0|85.0,0.8283|0.8118|0.7766
Year 9_Autumn__Equations inequalities and formulae_Solve equations and inequalities,Year 9,Autumn,,Equations inequalities and formulae,Solve equations and inequalities,TS7LFuqKcZ8|FGKsdU8g9HU|q_o1sQQtZeY,Unit Introduction: Inequalities - Writing and Describing Inequalities|Solving Two-Step Inequalities (Step-by-Step Examples)|Representing Solutions to Inequalities - Graphing and Using Interval Notation,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Miacademy_&_MiaPrep_Learning_Channel,00:07:29|00:18:48|00:08:33,0.7026|0.6904|0.6798,85.0|85.0|85.0,0.7616|0.7543|0.7479
Year 9_Autumn__Equations inequalities and formulae_Solve equations and inequalities with brackets,Year 9,Autumn,,Equations inequalities and formulae,Solve equations and inequalities with brackets,TS7LFuqKcZ8|FGKsdU8g9HU|v9HS1YNXjvY,Unit Introduction: Inequalities - Writing and Describing Inequalities|Solving Two-Step Inequalities (Step-by-Step Examples)|1 6 solving linear equations containing brackets example 3,Miacademy_&_MiaPrep_Learning_Channel|Math_with_Mr._J|Rob_Englot,00:07:29|00:18:48|00:06:47,0.7194|0.6809|0.7250,85.0|85.0|55.0,0.7717|0.7485|0.6550
Year 9_Autumn__Equations inequalities and formulae_Inequalities with negative numbers E,Year 9,Autumn,,Equations inequalities and formulae,Inequalities with negative numbers E,RPl83krf45w|C8at23onC6Q|RyesLifeUBw,Keeping Inequalities True - How To Solve Inequalities With Negative Coefficients|Solving One-Step Inequalities - Graphing and Writing Solutions|Algebra Basics: Inequalities In Algebra - Math Antics,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|mathantics,00:11:01|00:08:50|00:14:11,0.8819|0.8504|0.8865,85.0|85.0|75.0,0.8692|0.8503|0.8319
Year 9_Autumn__Equations inequalities and formulae_Solve equations and inequalities with unknowns on both sides,Year 9,Autumn,,Equations inequalities and formulae,Solve equations and inequalities with unknowns on both sides,FGKsdU8g9HU|l3XzepN03KQ|TS7LFuqKcZ8,Solving Two-Step Inequalities (Step-by-Step Examples)|Algebra Basics: Solving Basic Equations Part 1 - Math Antics|Unit Introduction: Inequalities - Writing and Describing Inequalities,Math_with_Mr._J|mathantics|Miacademy_&_MiaPrep_Learning_Channel,00:18:48|00:11:08|00:07:29,0.7526|0.7276|0.7381,85.0|85.0|75.0,0.7915|0.7766|0.7428
Year 9_Autumn__Equations inequalities and formulae_Solve problems with equations and inequalities,Year 9,Autumn,,Equations inequalities and formulae,Solve problems with equations and inequalities,TS7LFuqKcZ8|qg5hCaZlKEY|NqoMIiFpOiA,Unit Introduction: Inequalities - Writing and Describing Inequalities|Solving Equations Using Substitution - What Does It Mean To Solve an Equation?|Some Things Are Not Equal - Introduction to Inequalities,Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel|Miacademy_&_MiaPrep_Learning_Channel,00:07:29|00:08:17|00:09:54,0.7399|0.7209|0.7174,85.0|85.0|85.0,0.7839|0.7726|0.7704
Year 9_Autumn__Equations inequalities and formulae_Substitute into formulae and equations,Year 9,Autumn,,Equations inequalities and formulae,Substitute into formulae and equations,qg5hCaZlKEY|DrxaqxRAlT8|-nP-A60kmJU,"Solving Equations Using Substitution - What Does It Mean To Solve an Equation?|Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision|Dealing with formulas (8th grade math/algebra)",Miacademy_&_MiaPrep_Learning_Channel|Math_Revision_LM|Maths_4_Kids,00:08:17|00:06:10|00:04:38,0.7368|0.6590|0.6747,85.0|85.0|65.0,0.7821|0.7354|0.6648
Year 9_Autumn__Equations inequalities and formulae_Change the subject of a formula (one step),Year 9,Autumn,,Equations inequalities and formulae,Change the subject of a formula (one step),DrxaqxRAlT8|ZSkAzmivMpU|8U9u_itcs7k,"Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision|Understanding Transposition: CSEC Math Tutorial|Changing the Subject - Corbettmaths",Math_Revision_LM|GetThere_Tutoring|corbettmaths,00:06:10|00:04:58|00:06:54,0.8850|0.8499|0.8726,85.0|75.0|65.0,0.8710|0.8100|0.7835
Year 9_Autumn__Equations inequalities and formulae_Change the subject of a formula (two steps),Year 9,Autumn,,Equations inequalities and formulae,Change the subject of a formula (two steps),DrxaqxRAlT8|8U9u_itcs7k|pn7BePQqcJM,"Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision|Changing the Subject - Corbettmaths|rearranging equations GCSE (how to make x the subject)",Math_Revision_LM|corbettmaths|How_2_Math,00:06:10|00:06:54|00:07:44,0.8342|0.8233|0.7959,85.0|70.0|45.0,0.8405|0.7740|0.6576
Year 9_Autumn__Equations inequalities and formulae_Change the subject of a complex formula E,Year 9,Autumn,,Equations inequalities and formulae,Change the subject of a complex formula E,DrxaqxRAlT8|ZSkAzmivMpU|pn7BePQqcJM,"Creating, Substituting, and Rearranging Formulae: Edexcel GCSE Maths Revision|Understanding Transposition: CSEC Math Tutorial|rearranging equations GCSE (how to make x the subject)",Math_Revision_LM|GetThere_Tutoring|How_2_Math,00:06:10|00:04:58|00:07:44,0.8122|0.7980|0.8049,85.0|70.0|45.0,0.8273|0.7588|0.6629
Year 9_Spring__Maths and money_Understand a bank account,Year 9,Spring,,Maths and money,Understand a bank account,Q9_mSUqYZxs|0Nxxqbr9yQQ|P2W-BIeNCGs,Banking unit overview | Teacher resources | Financial Literacy | Khan Academy|Why use a bank? How banks keep money safe and help you save|Loans and debt unit overview | Teacher resources | Financial Literacy | Khan Academy,Khan_Academy|GoHenry|Khan_Academy,00:01:39|00:01:41|00:02:01,0.6275|0.5802|0.5603,60.0|65.0|35.0,0.6165|0.6081|0.4762
Year 9_Spring__Maths and money_Value added tax,Year 9,Spring,,Maths and money,Value added tax,Ay_LoZZv2e0|JeVSmq1Nrpw|zyV_6FEWWQY,Applications of Percents - Real-World Percentage Problems|Math Antics - What Are Percentages?|Learn UK Notes & Coins ► Pounds & Pence | Maths Skills,Miacademy_&_MiaPrep_Learning_Channel|mathantics|Maple_Online_Learning,00:10:02|00:08:53|00:05:10,0.6119|0.5478|0.5325,75.0|75.0|45.0,0.6672|0.6287|0.4995
Year 9_Spring__Maths and money_Ways to pay,Year 9,Spring,,Maths and money,Ways to pay,jzcAIsAUPl0|P2W-BIeNCGs|rwR7-U8gQt0,"Different ways to pay: cash, cards & digital payments|Loans and debt unit overview | Teacher resources | Financial Literacy | Khan Academy|Repeated fractional and percentage change",GoHenry|Khan_Academy|Guardianista,00:01:28|00:02:01|00:07:30,0.5594|0.5510|0.5516,65.0|45.0|30.0,0.5957|0.5106|0.4510
Year 9_Spring__Maths and money_Ways to save,Year 9,Spring,,Maths and money,Ways to save,X0bTBVF__40|ht31DgU-XtY|Q9_mSUqYZxs,Why saving money Is important: simple tips for kids|What is investing? How to grow your money for the future|Banking unit overview | Teacher resources | Financial Literacy | Khan Academy,GoHenry|GoHenry|Khan_Academy,00:01:28|00:02:07|00:01:39,0.6917|0.7008|0.7059,75.0|65.0|60.0,0.7150|0.6805|0.6635
Year 9_Spring__Maths and money_Jobs and pay,Year 9,Spring,,Maths and money,Jobs and pay,ZCXaWlZOrz4|Kw2eCs--1Lc|zyV_6FEWWQY,"How to make a budget: simple steps for kids and teens|Repeated percentage change, interest and exponential change: Edexcel GCSE Maths Revision|Learn UK Notes & Coins ► Pounds & Pence | Maths Skills",GoHenry|Math_Revision_LM|Maple_Online_Learning,00:01:48|00:08:15|00:05:10,0.5118|0.5019|0.4972,75.0|65.0|55.0,0.6071|0.5611|0.5183
Year 9_Spring__Maths and money_Investments,Year 9,Spring,,Maths and money,Investments,ht31DgU-XtY|OgDIw4hg1SE|Q9_mSUqYZxs,What is investing? How to grow your money for the future|How does investing work? A simple guide for beginners|Banking unit overview | Teacher resources | Financial Literacy | Khan Academy,GoHenry|GoHenry|Khan_Academy,00:02:07|00:01:43|00:01:39,0.7283|0.6508|0.6699,75.0|75.0|55.0,0.7370|0.6905|0.6219
Year 9_Spring__Maths and money_Borrowing (buying a house),Year 9,Spring,,Maths and money,Borrowing (buying a house),jBRkmSrG-jg|6-7PPcRtgCU|P2W-BIeNCGs,"Why borrow money? How credit, loans and interest work|BEE G9 U8L2  Savings and Borrowing|Loans and debt unit overview | Teacher resources | Financial Literacy | Khan Academy",GoHenry|Student_Support_Programme|Khan_Academy,00:01:43|00:07:48|00:02:01,0.7443|0.6816|0.6884,60.0|45.0|40.0,0.6866|0.5889|0.5730
Year 9_Spring__Maths and money_Running a house or a business,Year 9,Spring,,Maths and money,Running a house or a business,tDsoWlr5Dj4|kvDANz6-JzA|Q9_mSUqYZxs,Housing unit overview | Teacher resources | Financial Literacy | Khan Academy|Fun Calculating Change Activities|Banking unit overview | Teacher resources | Financial Literacy | Khan Academy,Khan_Academy|Twinkl_Teaches_KS2|Khan_Academy,00:01:44|00:02:04|00:01:39,0.5734|0.5004|0.4870,65.0|60.0|55.0,0.6040|0.5402|0.5122
Year 9_Spring__Maths and money_Budgeting,Year 9,Spring,,Maths and money,Budgeting,ZCXaWlZOrz4|taEfZ-G_bLg|Q9_mSUqYZxs,How to make a budget: simple steps for kids and teens|How to create a budget: the 50-30-20 rule explained|Banking unit overview | Teacher resources | Financial Literacy | Khan Academy,GoHenry|GoHenry|Khan_Academy,00:01:48|00:01:51|00:01:39,0.7143|0.6546|0.6529,85.0|75.0|45.0,0.7686|0.6928|0.5717
Year 9_Spring__Maths and money_Borrowing (loans),Year 9,Spring,,Maths and money,Borrowing (loans),jBRkmSrG-jg|P2W-BIeNCGs|4b7SjeTnGO4,"Why borrow money? How credit, loans and interest work|Loans and debt unit overview | Teacher resources | Financial Literacy | Khan Academy|How to borrow money responsibly: smart tips for beginners",GoHenry|Khan_Academy|GoHenry,00:01:43|00:02:01|00:01:54,0.6742|0.8223|0.6837,70.0|45.0|65.0,0.6845|0.6734|0.6702
Year 9_Spring__Maths and money_Spending overseas,Year 9,Spring,,Maths and money,Spending overseas,RdkrhE0TpvE|zyV_6FEWWQY|rwR7-U8gQt0,The Maths Prof: Currency Conversion|Learn UK Notes & Coins ► Pounds & Pence | Maths Skills|Repeated fractional and percentage change,The_Maths_Prof|Maple_Online_Learning|Guardianista,00:08:50|00:05:10|00:07:30,0.6188|0.5602|0.5245,70.0|60.0|25.0,0.6513|0.5761|0.4147
Year 9_Spring__Maths and money_Insurance,Year 9,Spring,,Maths and money,Insurance,m2nvsGJWtkg|aIWLStWG4G8|Q9_mSUqYZxs,What is insurance? Do i need it and when is it worth it?|What is insurance? How it protects you and your belongings|Banking unit overview | Teacher resources | Financial Literacy | Khan Academy,GoHenry|GoHenry|Khan_Academy,00:01:52|00:01:12|00:01:39,0.4950|0.4738|0.4698,75.0|75.0|45.0,0.5970|0.5843|0.4619
"Year 9_Spring__Straight line graphs_Lines parallel to the axes, y = x and y = −x",Year 9,Spring,,Straight line graphs,"Lines parallel to the axes, y = x and y = −x",Vdb6eXdwzcE|OHGzHSBNTQ0|Xnd2NGmdXXI,"Slope-intercept equation of a line, part 1 (8th grade math/algebra 1)|Graphing horizontal and vertical lines (8th grade math/algebra 1)|Parallel and perpendicular lines (8th grade math/algebra 1)",Maths_4_Kids|Maths_4_Kids|Maths_4_Kids,00:08:06|00:08:10|00:07:55,0.8237|0.8270|0.8050,65.0|55.0|55.0,0.7542|0.7162|0.7030
Year 9_Spring__Straight line graphs_Explore gradients,Year 9,Spring,,Straight line graphs,Explore gradients,nUk47WSiS30|ys0Dxj-jKTk|UdHaBsfatxc,GCSE Maths - What on Earth is y = mx + c (2026/27 exams)|GCSE Maths - How to Find the Equation of a Straight Line (y = mx + c) (2026/27 exams)|GCSE Maths - Finding the Equation of a Straight Line From 2 Sets of Coordinates (2026/27 exams),Cognito|Cognito|Cognito,00:04:53|00:04:28|00:06:07,0.8707|0.7791|0.8001,65.0|75.0|65.0,0.7824|0.7675|0.7401
Year 9_Spring__Straight line graphs_Explore intercepts,Year 9,Spring,,Straight line graphs,Explore intercepts,nUk47WSiS30|Vdb6eXdwzcE|JoFTNrxmOdM,"GCSE Maths - What on Earth is y = mx + c (2026/27 exams)|Slope-intercept equation of a line, part 1 (8th grade math/algebra 1)|Writing Equations in Slope-Intercept Form: Part 1 Help Video 1 - Algebra for Teens!",Cognito|Maths_4_Kids|Miacademy_&_MiaPrep_Learning_Channel,00:04:53|00:08:06|00:01:36,0.8691|0.8476|0.8233,70.0|70.0|65.0,0.8015|0.7886|0.7540
Year 9_Spring__Straight line graphs_y = mx + c,Year 9,Spring,,Straight line graphs,y = mx + c,nUk47WSiS30|UdHaBsfatxc|ys0Dxj-jKTk,GCSE Maths - What on Earth is y = mx + c (2026/27 exams)|GCSE Maths - Finding the Equation of a Straight Line From 2 Sets of Coordinates (2026/27 exams)|GCSE Maths - How to Find the Equation of a Straight Line (y = mx + c) (2026/27 exams),Cognito|Cognito|Cognito,00:04:53|00:06:07|00:04:28,0.9180|0.8684|0.8392,70.0|75.0|75.0,0.8308|0.8210|0.8035
Year 9_Spring__Straight line graphs_Rearrange equations to the form y = mx + c E,Year 9,Spring,,Straight line graphs,Rearrange equations to the form y = mx + c E,MXV65i9g1Xg|nUk47WSiS30|cMevvdGsrtA,Basic Linear Functions - Math Antics|GCSE Maths - What on Earth is y = mx + c (2026/27 exams)|Equations of Parallel Lines - GCSE Maths,mathantics|Cognito|1st_Class_Maths,00:13:24|00:04:53|00:06:40,0.8377|0.8751|0.8412,85.0|75.0|65.0,0.8426|0.8250|0.7647
Year 9_Spring__Straight line graphs_Find the equation of a line from a graph,Year 9,Spring,,Straight line graphs,Find the equation of a line from a graph,EQrSUO4GicY|ys0Dxj-jKTk|Dno7iKjKr5Q,Using Graphs to Write Slope-Intercept Form for Teens!|GCSE Maths - How to Find the Equation of a Straight Line (y = mx + c) (2026/27 exams)|Graphing From Slope-Intercept Form for Teens!,Miacademy_&_MiaPrep_Learning_Channel|Cognito|Miacademy_&_MiaPrep_Learning_Channel,00:05:34|00:04:28|00:03:37,0.8567|0.8342|0.8017,85.0|85.0|75.0,0.8540|0.8405|0.7810
